"I had a plan to get myself killed.
Join the army, step on ied on patrol, and hope they couldn't put me back together.
That never happened.
Here I am side-eyeing my revolver because I'm tired of being unloved.
I'm tired of taking burning showers to feel warmth.
I'm tired of sleeping with a million pillows just to feel like there's someone else.
I'm tired of all the relationships and love stories I'm blasted with irl and online.
I wish I would've just killed myself on some range day a few years back.
There's no point to living a solitary existence.
I already wiped my backup hard drives and wrote my note.
It won't matter.
The final message won't ""change da world"".
Another drop in the bucket.
I lived everyday like I was dead, time to reconcile.
I had a plan to get myself killed.",-3
I took 50 pills. This is my goodbye.I’m done. I’m ugly. My ex is happy with his new girl almost a year later.. I’m single. I’m fat. People always tell me how fat I am on here. I hope I die. Goodbye all I wasn’t meant for living. I don’t mean shit.,-3
"help me please can't do this anymore. hello there, searching for fast ways to die, was thinking about gun but too many paper work to do first, also about pills was reading that it won't work that fast.... Tried to get help but my best friend started to ignore me when i told him how i feel everyday. Joined the army but things got worse... crying most of the time saying to strangers that i am okay to army colleagues, trying to smile to everyone while i feel like dead inside",-3
"Why in the fuck am I still alive. I'm going insane I'm sick of everything I just need to die I have to there is no other way. I dont have a reason to keep existing but I have many reasons to die so why the fuck am I still alive man I'm so jealous of the people that actually kill themself I want to be like them I need to be like them. Everyone would be better without me all I do is wasting people's time and annoying them with my existence. The person I cared the most about literally told me to end it because I'm annoying her. I hate being alive it's so painful. Why does suicide have to be such a taboo in society? Just give me a lethal dose of something but no because ""it will get better"" whatever man if you aren't going to give me a painless way to end my life I have to find a painful method that will make a mess. I'm so fucking sick of having no motivation to end or to be scared about the pain or whatever. I need to get over it because once I'm over it I will have my peaceful death forever and wont be able to annoy anyone with my existence.
",-3
"I can’t believe I finally did it. I just swallowed it. Enough to kill like four people. On top of sublingual Valium, I’ve lost count of the number. Goodbye. It was almost a certainty after the surgery four years ago, that I was suicidal. But I tried to stick it out. The love I was shown slowly faded away, and then eventually returned to being treated like shit. A gay guy. Body ruined. Cambridge graduate. Got ME. Parents keen on knocking me at every opportunity, I have been treated below the standard my brother and sister receive. I will text my lawyer now. I want all my estate from my claim to go to my niece and nephew, on completion of their degrees. That’s it. I hope this fucking works. I don’t know what we can say on here, but I filled a condom with a load of this stuff that usually over 2ml will make you pass out. Fuck I have taken over 200mg Valium, loads of Anti sickness tablets, and even now a fucking handful of this extreme weight loss shit I have overdosed on before and ended up in a&e for just taking like four. I have long acting opioids, and Quetiapine too. There is no way I want to come back to this, and end up in some mental health Ward forever. Fuck. Them. All. Going to message my lawyer now, and tell him everything is going to my nephew And neice. Shit. I have so much zopiclone too. See you world, it was fun trying my hardest against all the odds, but the House always wins. I hope Scotland gets independent, Ireland reunites, and the conservatives are revealed for the fraudsters they are. It’s all about the eu making the UK reveal tax information of those hiding money in the crown dependencies, and overseas territories: the remnants of an empire, that make way for a tax haven banking sector. Nobody wants to listen, I just regret I will miss the popcorn of 01/01/21, as disaster is let loose on the folks that voted for their own destruction, to allow the rich to get richer! Every tax dodger on the planet paid off the bbc, the politicians, and murdoch naturally instructed his press to protect his billions. Now for some quetiapine. I can feel the g getting processed. Bye world. Thanks for reading.",-3
"I’ve found comfort in writing my suicide note. I plan on taking my own life two months after I turn 30.

Sick of trying to make things better for myself. This is my fate. No social skills, ugly and no friends. God hates me and wants me dead. Life isn’t worth it.
",-3
"I’m going to kill myself this Friday. I’ve had too much “what if I killed myself earlier”. I wanted to die four years ago. I still wanna die. It’s never gonna go away.

I’m coming home from work for the last time on Friday. And I’m gonna down the 300 over plus pills i have. Drink some wine and wait for my body to shut down.

I’m so sorry me. I didn’t protect you enough. I’m sorry I have to kill myself.

Goodbye shithole. You sucks.
",-3
"You think you’re fine. Finally free of depression. But you aren’t aware that depression comes in waves. You’re over this wave. But there’s always another. There’s always another wave that’s gonna hit you stronger and harder than before. And that’s why you regret not killing yourself three months prior. Save yourself from all these pain that has been inflicted on yourself.

You can never ever recover from this fucking depression.

If god exists, he wouldn’t have let you have depression. If god is as forgiving as people claims, then he wouldn’t blame you for killing yourself and freeing yourself from the pain this world brings.

Sometimes all I want, is for someone to hold me and tell me it’s ok, I don’t have to be strong, I can be a piece of shit if that’s what makes me happy. All I want is for someone to care about me to put my happiness before their expectations of who I am.

The pain never ever goes away. And this will go on and on and on until I find a way to kill myself.
",-3
"Nobody cares about me. It’s been 24 hours since I was released from the hospital and nobody has even sent me a text or email or a call to see how I’m doing. I was going to shoot myself but my mom called the police and somehow the cops found me in my car near the woods. They took my gun and ammo and locked me in the hospital for 2 days but now I’m out and no one has even checked in with me. I should have just shot myself. I would have been right all along. Now I need a new fucken plan
",-3
"I (27f) know this sounds completely insane, and maybe I am but life has gotten me down for so long now that I feel like I have no energy to do anything except starve myself to death.

I have been out of a job for a while even though I have a good education. I am still living with my parents because of COVID-19 and I can’t find a job.

I’m extremely ugly, and I feel disgusted every time I look in the mirror. Unfortunately I was just cursed with the worst possible looks a woman can have, and even though I am fit, healthy and take care of myself (good hair, makeup, clothes, teeth etc) it makes no difference to the overall bone structure of my face.

I never get hit on by men and relationships just don’t work out for me. I also don’t have any friends. I can’t afford therapy due to my situation and I know it won’t make a difference to how I look anyway.

I do take pleasure in small things- family sometimes, getting out in nature, I exercise almost daily and have a good routine.... but it isn’t enough to want to continue.

I continuously send out job applications, have gotten professional advice and good feedback about my resumé but I get rejection after rejection, even for internship or low-paid unskilled work.

I would love to try acting or even just little things like get dressed up and actually feel good about myself but I can’t unless I had a few thousand to spend on plastic surgery.

Over the past few months I’ve felt so disgusted with myself that I’ve felt like stopping eating and just starve to death because someone as ugly as I am doesn’t really have a life that’s worth living.
",-3
